"110","东","東","dōng","(名) noun","east; host (i.e. sitting on east side of guest); landlord; (Chinese surname)","3","","",""
"111","东张西望","東張西望","dōngzhāngxīwàng","(动) verb","to look in all directions (idiom); to glance around","6","","",""
"112","东西","東西","dōngxī","(名) noun","thing; stuff; person","1","个, 件","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E6%9D%B1%E8%A5%BF&amp;cache=46468"" class=""pinyin"">dōngxī</a> east and west"
"112","东西","","dōngxi","","east and west","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E6%9D%B1%E8%A5%BF&amp;cache=46469"" class=""pinyin"">dōngxi</a> thing; stuff; person"
"113","东道主","東道主","dōngdào zhǔ","(名) noun","host; official host (e.g. venue for games or a conference)","6","","",""
"114","丝毫","絲毫","sīháo","(副) adverb","the slightest amount or degree; a bit","5","","",""
"115","丝绸","絲綢","sīchóu","(名) noun","silk cloth; silk","5","匹","",""
"116","丢","丟","diū","(形) adjective, (动) verb","to lose; to put aside; to throw","4","","",""
"117","丢三落四","丟三落四","diūsānlàsì","(动) verb","forgetful; empty-headed","6","","",""
"118","丢人","丟人","diūrén","(形) adjective, (动宾式) verb object","to lose face","6","","",""
"119","两","兩","liǎng","(量) measure word, (数) numeral","two; both; some; a few; tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤 (old)","2","","",""
"120","严厉","嚴厲","yánlì","(形) adjective","severe; strict","6","","",""
"121","严密","嚴密","yánmì","(形) adjective","strict; tight (organization, surveillance etc)","6","","",""
"122","严寒","嚴寒","yánhán","(形) adjective","bitter cold; severe winter","6","","",""
"123","严峻","嚴峻","yánjùn","(形) adjective","grim; severe; rigorous","6","","",""
"124","严格","嚴格","yán'gé","(形) adjective","strict; stringent; tight; rigorous","4","","",""
"125","严禁","嚴禁","yánjìn","(动) verb","strictly prohibit","6","","",""
"126","严肃","嚴肅","yánsù","(形) adjective","solemn; grave; serious; earnest; severe","5","","",""
"127","严重","嚴重","yánzhòng","(形) adjective","grave; serious; severe; critical","4","","",""
"128","丧失","喪失","sàngshī","(形) adjective","to lose; to forfeit","6","","",""
"129","个","個","gè","(量) measure word","individual; this; that; size; measure word for people or objects in general","1","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%AE%87&amp;cache=67931"" class=""pinyin"">g&egrave;</a> variant of <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E5%80%8B"">個</a> (<span class=""zh"">箇</span>)"
"129","个","","gè","","variant of 個","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%80%8B&amp;cache=7715"" class=""pinyin"">g&egrave;</a> individual; this; that; size; measure word for people or objects in general (<span class=""zh"">個</span>)"
"129","个","個","gè","(量) measure word","individual; this; that; size; measure word for people or objects in general","1","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%AE%87&amp;cache=67931"" class=""pinyin"">g&egrave;</a> variant of <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E5%80%8B"">個</a> (<span class=""zh"">箇</span>)"
"130","个人","個人","gèrén","(名) noun","individual; personal; oneself","5","位","",""
"131","个体","個體","gètǐ","(名) noun","individual","6","","",""
"132","个别","個別","gèbié","(形) adjective","individual; specific; respective; just one or two","5","","",""
"133","个子","個子","gèzi","(名) noun","height; stature; build; size","4","","",""
"134","个性","個性","gèxìng","(名) noun","individuality; personality","5","","",""
"135","中介","Same","zhōngjiè","(名) noun","to act as intermediary; to link; intermediate; inter-; agency; agent","5","","",""
"136","中午","Same","zhōngwǔ","(名) noun, (时间) time word","noon; midday","1","个","",""
"137","中国","中國","zhōngguó","(专有名) proper noun","China; Middle Kingdom","1","","",""
"138","中央","Same","zhōngyāng","(名) noun","central; middle; center; central authorities (of a state)","6","","",""
"139","中心","Same","zhōngxīn","(名) noun","center; heart; core","5","个","",""
"140","中文","Same","zhōngwén","(名) noun","Chinese; Chinese written language; Chinese writing","4","None","",""
"141","中断","中斷","zhōngduàn","(动) verb","to cut short; to break off; to discontinue; to interrupt","6","","",""
"142","中旬","Same","zhōngxún","(名) noun","middle third of a month","5","","",""
"143","中立","Same","zhōnglì","(形) adjective","neutral","6","","",""
"144","中间","中間","zhōngjiān","(名) noun","between; intermediate; mid; middle","3","None","",""
"145","丰富","豐富","fēngfù","(形) adjective","to enrich; rich; plentiful; abundant","4","","",""
"146","丰收","豐收","fēngshōu","(形) adjective","bumper harvest","6","","",""
"147","丰满","豐滿","fēngmǎn","(形) adjective","ample; well developed; fully rounded; Fengman district of Jilin city 吉林市, Jilin province","6","","",""
"148","丰盛","豐盛","fēngshèng","(形) adjective","rich; sumptuous","6","","",""
"149","串","Same","chuàn","(量) measure word","to string together; to mix up; to conspire; to rove; to make a swift or abrupt linear movement (like a bead on an abacus); to move across; bunch or cluster; string (computing); measure word for rows or strings","6","","",""
"150","临床","臨床","línchuáng","(形) adjective","clinical","6","","",""
"151","临时","臨時","línshí","(名) noun, (形) adjective, (副) adverb","at the instant something happens; temporary; interim; ad hoc","5","","",""
"152","丸","Same","wán","(量) measure word","pill","6","","",""
"153","为","","wéi","(动) verb, (介) preposition","variant of 為; as (i.e. in the capacity of); to take something as; to act as; to serve as; to behave as; to become; to be; to do","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%82%BA&amp;cache=56864"" class=""pinyin"">w&eacute;i</a> as (in the capacity of); to take something as; to act as; to serve as; to behave as; to become; to be; to do; by (in the passive voice) (<span class=""zh"">為</span>)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%82%BA&amp;cache=56865"" class=""pinyin"">w&egrave;i</a> because of; for; to (<span class=""zh"">為</span>)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%88%B2&amp;cache=58412"" class=""pinyin"">w&egrave;i</a> variant of <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E7%82%BA"">為</a>, because of; for; to"
"153","为","爲","wéi","(介) preposition","variant of 為, because of; for; to","3","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%82%BA&amp;cache=56864"" class=""pinyin"">w&eacute;i</a> as (in the capacity of); to take something as; to act as; to serve as; to behave as; to become; to be; to do; by (in the passive voice) (<span class=""zh"">為</span>)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%82%BA&amp;cache=56865"" class=""pinyin"">w&egrave;i</a> because of; for; to (<span class=""zh"">為</span>)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%88%B2&amp;cache=58411"" class=""pinyin"">w&eacute;i</a> variant of <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E7%82%BA"">為</a>; as (i.e. in the capacity of); to take something as; to act as; to serve as; to behave as; to become; to be; to do"
"153","为","","wèi","","as (in the capacity of); to take something as; to act as; to serve as; to behave as; to become; to be; to do; by (in the passive voice)","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%82%BA&amp;cache=56865"" class=""pinyin"">w&egrave;i</a> because of; for; to<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%88%B2&amp;cache=58411"" class=""pinyin"">w&eacute;i</a> variant of <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E7%82%BA"">為</a>; as (i.e. in the capacity of); to take something as; to act as; to serve as; to behave as; to become; to be; to do (<span class=""zh"">爲</span>)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%88%B2&amp;cache=58412"" class=""pinyin"">w&egrave;i</a> variant of <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E7%82%BA"">為</a>, because of; for; to (<span class=""zh"">爲</span>)"
"153","为","","wéi","","because of; for; to","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%82%BA&amp;cache=56864"" class=""pinyin"">w&eacute;i</a> as (in the capacity of); to take something as; to act as; to serve as; to behave as; to become; to be; to do; by (in the passive voice)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%88%B2&amp;cache=58411"" class=""pinyin"">w&eacute;i</a> variant of <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E7%82%BA"">為</a>; as (i.e. in the capacity of); to take something as; to act as; to serve as; to behave as; to become; to be; to do (<span class=""zh"">爲</span>)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%88%B2&amp;cache=58412"" class=""pinyin"">w&egrave;i</a> variant of <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E7%82%BA"">為</a>, because of; for; to (<span class=""zh"">爲</span>)"
"154","为了","爲了","wèile","(连) conjunction, (介) preposition, (副) adverb","in order to; for the purpose of; so as to","3","","",""
"155","为什么","爲什麼","wèi shénme","(副) adverb, (疑问代) question pronoun, (疑) question word","why?; for what reason?","2","","",""
"156","为期","爲期","wéiqī","(名) noun","(to be done) by (a certain date); lasting (a certain time)","6","","",""
"157","为难","爲難","wéinán","(形) adjective","to feel embarrassed or awkward; to make things difficult (for someone); to find things difficult (to do or manage)","6","","",""
"158","为首","爲首","wéishǒu","(形) adjective","head; be headed by","6","","",""
"159","主人","Same","zhǔrén","(名) noun","master; host; owner","5","个","",""
"160","主办","主辦","zhǔbàn","(动) verb","to organize; to host (a conference or sports event)","6","","",""
"161","主动","主動","zhǔdòng","(形) adjective","to take the initiative; to do something of one's own accord; spontaneous; active; opposite: passive 被動; drive (of gears and shafts etc)","4","","",""
"162","主导","主導","zhǔdǎo","(动) verb","to lead; to manage","6","","",""
"163","主席","Same","zhǔxí","(名) noun","chairperson; premier; chairman","5","个, 位","",""
"164","主张","主張","zhǔzhāng","(名) noun, (动) verb","to advocate; to stand for; view; position; stand; proposition; viewpoint; assertion","5","个","",""
"165","主意","Same","zhǔyi","(名) noun","plan; idea; decision","4","个","",""
"166","主持","Same","zhǔchí","(动) verb","to take charge of; to manage or direct; to preside over; to uphold; to stand for (justice etc); to host (a TV or radio program etc)","5","","",""
"167","主权","主權","zhǔquán","(名) noun","sovereignty","6","","",""
"168","主流","Same","zhǔliú","(名) noun","main stream (of a river); fig. the essential point; main viewpoint of a matter; mainstream (culture etc)","6","","",""
"169","主管","Same","zhǔguǎn","(名) noun, (动) verb","in charge; responsible for","6","","",""
"170","主要","Same","zhǔyào","(副) adverb","main; principal; major; primary","3","","",""
"171","主观","主觀","zhǔguān","(形) adjective","subjective","5","","",""
"172","主题","主題","zhǔtí","(名) noun","theme; subject","6","","",""
"173","举","舉","jǔ","(动) verb","to lift; to hold up; to cite; to enumerate; to act; to raise; to choose; to elect","5","","",""
"174","举世瞩目","舉世矚目","jǔ shì zhǔmù","(动) verb","to receive worldwide attention","6","","",""
"175","举世闻名","舉世聞名","jǔ shì wénmíng","(习惯用语) idiomatic expression","(saying) world famous","6","","",""
"176","举办","舉辦","jǔbàn","(动) verb","to conduct; to hold","4","","",""
"177","举动","舉動","jǔdòng","(名) noun","act; action; activity; move; movement","6","","",""
"178","举行","舉行","jǔxíng","(动) verb","to hold (a meeting, ceremony etc)","3","","",""
"179","举足轻重","舉足輕重","jǔzúqīngzhòng","(动) verb","a foot's move sways the balance (idiom); to hold the balance of power; to play the decisive role","6","","",""
"180","久","Same","jiǔ","(形) adjective, (副) adverb","(long) time; (long) duration of time","3","","",""
"181","义务","義務","yìwù","(名) noun","duty; obligation; commitment; volunteer duty; mandatory; voluntary","5","项","",""
"182","之","Same","zhī","(助) particle, (代) pronoun","(possessive particle, literary equivalent of 的); him; her; it","4","","",""
"183","乌黑","烏黑","wūhēi","(形) adjective","jet-black; dark","6","","",""
"184","乐意","樂意","lèyì","(形) adjective","to be willing to do something; to be ready to do something; to be happy to do something; content; satisfied","6","","",""
"185","乐观","樂觀","lèguān","(形) adjective","optimistic; hopeful","5","","",""
"186","乐谱","樂譜","yuèpǔ","(名) noun","a musical score; sheet music","6","","",""
"187","乐趣","樂趣","lèqù","(名) noun","delight; pleasure; joy","6","","",""
"188","乒乓球","Same","pīngpāng qiú","(名) noun","table tennis; ping-pong; ping pong; table tennis ball","4","个","",""
"189","乖","Same","guāi","(形) adjective","(of a child) obedient, well-behaved; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal","5","","",""
